date,day_of_week,week_of_year,month,time_slot,is_weekend,is_holiday,is_exam_day,food_item,food_category,is_veg,price,portion_size,is_special_item,prev_day_sales,prev_same_slot_sales,prev_week_same_day_slot_sales,avg_last_3_days_sales,avg_last_7_days_sales,sales_trend_3_days,sales_trend_weekly,demand_variance,quantity_prepared,quantity_sold,quantity_wasted,leftover_percentage,max_capacity,staff_count,weather_type,temperature
2024-02-24,5.0,8.0,2.0,13:00-15:00,1.0,0.0,0.0,Noodles,FastFood,0.0,113.0,1.5,0.0,52.0,47.0,47.0,61.0,67.0,0.0,-12.0,24.0,121.0,131.0,-10.0,0.0,203.0,5.0,Rainy,28.0
2024-04-01,0.0,14.0,4.0,11:00-13:00,0.0,1.0,0.0,Burger,FastFood,0.0,109.0,2.0,1.0,72.0,62.0,66.0,62.0,68.0,-17.0,-29.0,9.0,202.0,205.0,-3.0,-1.49,309.0,8.0,Sunny,29.0
2024-02-19,0.0,8.0,2.0,11:00-13:00,0.0,0.0,0.0,Milk,general,1.0,91.0,2.0,0.0,0.0,188.0,219.0,201.0,192.0,1.0,-16.0,25.0,0.0,119.0,69.0,36.7,301.0,9.0,Sunny,30.0
2024-03-26,1.0,13.0,3.0,11:00-13:00,0.0,1.0,0.0,Tea,general,1.0,117.0,2.0,0.0,87.0,105.0,112.0,97.0,76.0,19.0,27.0,21.0,127.0,97.0,30.0,23.62,238.0,5.0,Rainy,28.0
2024-01-01,0.0,1.0,1.0,11:00-13:00,0.0,0.0,0.0,Tea,Beverage,0.0,0.0,1.0,1.0,151.0,165.0,146.0,151.0,137.0,-5.0,16.0,24.0,0.0,119.0,69.0,36.7,269.0,3.0,Cloudy,36.0
2024-02-21,2.0,8.0,2.0,09:00-11:00,0.0,0.0,0.0,Pasta,FastFood,1.0,107.0,1.5,0.0,151.0,136.0,161.0,166.0,174.0,-8.0,9.0,1.0,175.0,112.0,63.0,36.0,325.0,8.0,Rainy,36.0
2024-04-18,3.0,0.0,4.0,09:00-11:00,0.0,0.0,1.0,Noodles,FastFood,0.0,27.0,1.5,0.0,181.0,163.0,163.0,191.0,178.0,-8.0,15.0,16.0,140.0,131.0,9.0,6.43,218.0,6.0,Sunny,31.0
2024-01-02,1.0,1.0,0.0,09:00-11:00,0.0,0.0,0.0,Milk,Beverage,1.0,64.0,1.5,0.0,157.0,158.0,143.0,166.0,171.0,0.0,26.0,15.0,219.0,98.0,121.0,55.25,0.0,9.0,Cloudy,25.0
2024-01-19,4.0,3.0,1.0,11:00-13:00,0.0,0.0,1.0,Veg Wrap,Beverage,1.0,58.0,1.5,0.0,158.0,0.0,146.0,172.0,0.0,0.0,-8.0,1.0,130.0,124.0,6.0,4.62,264.0,4.0,Cloudy,34.0
2024-04-22,0.0,17.0,4.0,11:00-13:00,0.0,0.0,0.0,Pasta,FastFood,1.0,92.0,1.5,0.0,0.0,182.0,217.0,179.0,195.0,-1.0,-16.0,23.0,171.0,65.0,106.0,61.99,314.0,6.0,Cloudy,0.0
2024-03-05,1.0,10.0,3.0,13:00-15:00,0.0,0.0,0.0,Pasta,FastFood,1.0,110.0,1.0,0.0,135.0,122.0,0.0,144.0,154.0,0.0,-23.0,7.0,126.0,207.0,-81.0,-64.29,236.0,7.0,Rainy,36.0
2024-04-05,4.0,14.0,4.0,13:00-15:00,0.0,0.0,1.0,Pasta,FastFood,0.0,101.0,2.0,0.0,100.0,97.0,119.0,92.0,110.0,3.0,-30.0,10.0,147.0,106.0,41.0,27.89,349.0,5.0,Cloudy,37.0
2024-03-26,1.0,13.0,3.0,09:00-11:00,0.0,0.0,1.0,Pasta,FastFood,1.0,113.0,1.0,0.0,172.0,173.0,177.0,183.0,190.0,20.0,-8.0,8.0,105.0,142.0,-37.0,-35.24,262.0,8.0,Rainy,0.0
2024-01-03,0.0,1.0,1.0,13:00-15:00,0.0,0.0,1.0,Veg Wrap,general,0.0,34.0,2.0,0.0,87.0,88.0,80.0,78.0,112.0,10.0,23.0,8.0,93.0,138.0,-45.0,-48.39,235.0,4.0,Sunny,37.0
2024-03-11,0.0,11.0,0.0,09:00-11:00,0.0,0.0,0.0,Coffee,general,0.0,55.0,2.0,1.0,199.0,214.0,205.0,197.0,212.0,-11.0,-13.0,6.0,169.0,161.0,8.0,0.0,205.0,4.0,Cloudy,31.0
2024-04-13,5.0,15.0,4.0,13:00-15:00,1.0,0.0,0.0,Milk,Beverage,0.0,52.0,1.0,0.0,122.0,105.0,122.0,114.0,138.0,-13.0,7.0,6.0,218.0,71.0,147.0,67.43,202.0,0.0,Cloudy,38.0
2024-04-28,6.0,17.0,4.0,09:00-11:00,1.0,0.0,0.0,Sandwich,FastFood,1.0,106.0,1.0,0.0,93.0,77.0,100.0,84.0,81.0,-1.0,0.0,10.0,151.0,143.0,8.0,0.0,324.0,6.0,Cloudy,22.0
2024-01-01,0.0,1.0,1.0,13:00-15:00,0.0,0.0,0.0,Noodles,FastFood,1.0,115.0,1.5,0.0,101.0,97.0,108.0,94.0,121.0,2.0,19.0,4.0,193.0,78.0,115.0,59.59,345.0,5.0,Rainy,25.0
2024-02-22,3.0,8.0,2.0,09:00-11:00,0.0,1.0,0.0,Sandwich,FastFood,1.0,86.0,2.0,1.0,143.0,124.0,144.0,131.0,151.0,-4.0,2.0,14.0,189.0,146.0,43.0,22.75,215.0,10.0,Rainy,22.0
2024-03-16,5.0,11.0,3.0,11:00-13:00,1.0,0.0,0.0,Veg Wrap,Beverage,0.0,99.0,1.5,1.0,89.0,73.0,103.0,79.0,113.0,6.0,5.0,10.0,119.0,100.0,19.0,15.97,310.0,9.0,Cloudy,22.0
2024-01-04,3.0,1.0,1.0,13:00-15:00,0.0,0.0,0.0,Sandwich,FastFood,1.0,61.0,2.0,0.0,81.0,70.0,104.0,0.0,83.0,3.0,17.0,19.0,102.0,156.0,-54.0,-52.94,240.0,4.0,Sunny,37.0
2024-04-28,6.0,17.0,4.0,11:00-13:00,1.0,1.0,1.0,Sandwich,FastFood,1.0,102.0,1.0,0.0,171.0,182.0,178.0,162.0,179.0,-18.0,19.0,0.0,181.0,74.0,107.0,59.12,333.0,6.0,Sunny,38.0
2024-04-12,4.0,15.0,4.0,13:00-15:00,0.0,1.0,0.0,Coffee,Beverage,0.0,96.0,1.0,1.0,124.0,133.0,128.0,119.0,107.0,6.0,-13.0,18.0,164.0,158.0,6.0,3.66,279.0,7.0,Rainy,26.0
2024-03-03,6.0,9.0,3.0,13:00-15:00,1.0,0.0,0.0,Veg Wrap,FastFood,0.0,40.0,0.0,0.0,155.0,154.0,135.0,140.0,146.0,6.0,22.0,6.0,92.0,94.0,0.0,-2.17,319.0,4.0,Cloudy,23.0
2024-03-09,5.0,10.0,3.0,11:00-13:00,1.0,0.0,1.0,Milk,Beverage,1.0,48.0,1.0,0.0,0.0,55.0,40.0,61.0,85.0,16.0,22.0,4.0,234.0,176.0,58.0,24.79,292.0,9.0,Rainy,26.0
2024-03-23,5.0,12.0,3.0,11:00-13:00,1.0,0.0,0.0,Coffee,Beverage,1.0,99.0,2.0,0.0,51.0,55.0,55.0,54.0,30.0,-20.0,11.0,17.0,120.0,156.0,-36.0,-30.0,256.0,7.0,Cloudy,36.0
2024-04-10,2.0,15.0,4.0,09:00-11:00,0.0,0.0,0.0,Coffee,Beverage,1.0,75.0,2.0,1.0,103.0,88.0,90.0,0.0,125.0,3.0,3.0,7.0,203.0,175.0,28.0,13.79,324.0,9.0,Sunny,37.0
2024-04-26,4.0,17.0,4.0,09:00-11:00,0.0,0.0,1.0,Tea,Beverage,0.0,45.0,1.5,0.0,139.0,134.0,135.0,129.0,151.0,-17.0,18.0,0.0,177.0,57.0,120.0,67.8,288.0,5.0,Rainy,0.0
2024-04-11,3.0,15.0,4.0,13:00-15:00,0.0,0.0,0.0,Pasta,FastFood,0.0,29.0,1.5,0.0,59.0,72.0,71.0,67.0,0.0,-12.0,4.0,11.0,134.0,80.0,54.0,40.3,252.0,5.0,Sunny,34.0
2024-04-18,3.0,16.0,4.0,13:00-15:00,0.0,0.0,0.0,Coffee,Beverage,0.0,102.0,1.5,0.0,153.0,140.0,134.0,154.0,132.0,19.0,23.0,17.0,166.0,182.0,-16.0,-9.64,227.0,3.0,Cloudy,0.0
2024-01-26,4.0,4.0,1.0,11:00-13:00,0.0,1.0,0.0,Veg Wrap,FastFood,1.0,113.0,2.0,1.0,130.0,149.0,112.0,129.0,150.0,-1.0,30.0,17.0,158.0,62.0,96.0,60.76,211.0,7.0,Rainy,25.0
2024-01-08,0.0,2.0,1.0,13:00-15:00,0.0,0.0,0.0,Milk,Beverage,1.0,101.0,2.0,0.0,200.0,203.0,227.0,212.0,175.0,14.0,18.0,18.0,181.0,148.0,33.0,18.23,271.0,5.0,Cloudy,22.0
2024-04-27,5.0,17.0,4.0,13:00-15:00,0.0,0.0,0.0,Milk,Beverage,1.0,45.0,2.0,1.0,70.0,58.0,49.0,72.0,49.0,0.0,2.0,8.0,165.0,166.0,-1.0,-0.61,239.0,8.0,Cloudy,22.0
2024-03-10,6.0,10.0,3.0,13:00-15:00,1.0,0.0,0.0,Tea,Beverage,0.0,0.0,2.0,1.0,0.0,166.0,185.0,167.0,161.0,-4.0,16.0,24.0,105.0,158.0,-53.0,-50.48,233.0,10.0,Rainy,28.0
2024-02-02,4.0,5.0,2.0,11:00-13:00,0.0,0.0,1.0,Tea,Beverage,0.0,57.0,1.5,0.0,151.0,160.0,0.0,146.0,154.0,9.0,12.0,1.0,267.0,61.0,206.0,77.15,286.0,9.0,Sunny,24.0
2024-01-10,2.0,2.0,1.0,11:00-13:00,0.0,0.0,1.0,Coffee,Beverage,0.0,106.0,1.5,0.0,191.0,180.0,165.0,195.0,182.0,-4.0,22.0,11.0,151.0,68.0,0.0,54.97,238.0,7.0,Rainy,36.0
2024-02-06,1.0,6.0,2.0,09:00-11:00,0.0,0.0,0.0,Tea,Beverage,0.0,28.0,2.0,0.0,173.0,182.0,174.0,181.0,149.0,11.0,4.0,20.0,127.0,130.0,-3.0,-2.36,289.0,6.0,Sunny,30.0
2024-04-08,0.0,15.0,4.0,11:00-13:00,0.0,0.0,0.0,Sandwich,general,0.0,43.0,1.5,0.0,162.0,150.0,144.0,162.0,0.0,20.0,9.0,11.0,110.0,166.0,-56.0,-50.91,240.0,9.0,Cloudy,38.0
2024-03-14,3.0,11.0,3.0,09:00-11:00,0.0,0.0,0.0,Coffee,Beverage,0.0,95.0,2.0,0.0,121.0,134.0,149.0,117.0,104.0,-15.0,-1.0,13.0,145.0,170.0,-25.0,-17.24,335.0,10.0,Rainy,26.0
2024-03-21,3.0,12.0,3.0,09:00-11:00,0.0,1.0,1.0,Pasta,FastFood,1.0,30.0,1.5,0.0,158.0,170.0,152.0,158.0,157.0,17.0,-30.0,20.0,139.0,161.0,-22.0,-15.83,298.0,9.0,Sunny,38.0
2024-02-15,3.0,0.0,2.0,11:00-13:00,0.0,0.0,0.0,Pasta,FastFood,0.0,28.0,1.5,0.0,120.0,110.0,104.0,131.0,0.0,-5.0,0.0,12.0,134.0,89.0,45.0,33.58,0.0,9.0,Cloudy,37.0
2024-02-25,6.0,8.0,2.0,09:00-11:00,1.0,0.0,0.0,Veg Wrap,FastFood,1.0,88.0,2.0,0.0,115.0,111.0,137.0,125.0,90.0,-16.0,3.0,13.0,95.0,97.0,-2.0,-2.11,268.0,4.0,Sunny,23.0
2024-01-29,0.0,5.0,1.0,13:00-15:00,0.0,1.0,0.0,Tea,Beverage,0.0,66.0,1.0,0.0,134.0,131.0,123.0,133.0,142.0,-11.0,19.0,25.0,138.0,0.0,45.0,32.61,300.0,3.0,Cloudy,38.0
2024-01-09,1.0,2.0,1.0,11:00-13:00,0.0,0.0,0.0,Pasta,FastFood,0.0,61.0,2.0,0.0,149.0,135.0,132.0,161.0,130.0,-18.0,-2.0,15.0,122.0,104.0,18.0,14.75,347.0,5.0,Sunny,36.0
2024-03-10,6.0,10.0,3.0,09:00-11:00,1.0,0.0,1.0,Veg Wrap,FastFood,0.0,115.0,1.0,0.0,113.0,131.0,127.0,106.0,97.0,7.0,28.0,3.0,189.0,78.0,111.0,58.73,333.0,4.0,Sunny,28.0
2024-02-02,4.0,5.0,2.0,13:00-15:00,0.0,1.0,0.0,Pasta,FastFood,1.0,62.0,1.0,1.0,77.0,80.0,57.0,65.0,62.0,0.0,0.0,22.0,155.0,87.0,68.0,43.87,225.0,3.0,Rainy,32.0
2024-01-22,0.0,4.0,1.0,09:00-11:00,0.0,0.0,0.0,Burger,FastFood,0.0,109.0,1.0,0.0,158.0,173.0,173.0,152.0,157.0,-7.0,18.0,3.0,135.0,171.0,-36.0,-26.67,329.0,9.0,Rainy,36.0
2024-04-29,0.0,18.0,4.0,13:00-15:00,0.0,0.0,0.0,Coffee,Beverage,0.0,117.0,1.5,0.0,96.0,104.0,83.0,101.0,95.0,18.0,-3.0,20.0,137.0,194.0,-57.0,-41.61,258.0,7.0,Rainy,32.0
2024-04-30,1.0,18.0,4.0,13:00-15:00,0.0,1.0,1.0,Milk,Beverage,1.0,60.0,1.5,0.0,91.0,95.0,113.0,98.0,89.0,-1.0,9.0,13.0,209.0,127.0,82.0,39.23,210.0,7.0,Rainy,29.0
2024-03-17,6.0,11.0,3.0,09:00-11:00,1.0,0.0,0.0,Burger,FastFood,0.0,69.0,0.0,0.0,72.0,87.0,42.0,71.0,83.0,20.0,-9.0,12.0,122.0,0.0,0.0,0.0,302.0,5.0,Cloudy,28.0
2024-01-04,3.0,1.0,1.0,09:00-11:00,0.0,0.0,1.0,Sandwich,FastFood,0.0,0.0,1.5,0.0,77.0,58.0,92.0,90.0,76.0,-5.0,-18.0,16.0,192.0,65.0,127.0,66.15,296.0,9.0,Sunny,33.0
2024-03-19,1.0,12.0,3.0,11:00-13:00,0.0,1.0,0.0,Veg Wrap,FastFood,1.0,72.0,1.0,0.0,128.0,108.0,152.0,131.0,141.0,0.0,-15.0,9.0,213.0,98.0,115.0,53.99,327.0,0.0,Cloudy,22.0
2024-04-13,5.0,15.0,4.0,13:00-15:00,1.0,1.0,0.0,Tea,Beverage,1.0,112.0,1.5,0.0,67.0,65.0,80.0,58.0,48.0,-11.0,11.0,20.0,138.0,0.0,39.0,28.26,323.0,6.0,Cloudy,33.0
2024-03-18,0.0,12.0,3.0,09:00-11:00,0.0,0.0,0.0,Veg Wrap,Beverage,1.0,90.0,1.5,0.0,0.0,166.0,194.0,189.0,174.0,-1.0,-2.0,20.0,180.0,113.0,0.0,37.22,0.0,8.0,Cloudy,34.0
2024-03-25,0.0,13.0,3.0,13:00-15:00,0.0,0.0,0.0,Tea,Beverage,0.0,25.0,1.0,0.0,200.0,195.0,216.0,199.0,221.0,16.0,16.0,4.0,179.0,187.0,-8.0,-4.47,0.0,4.0,Rainy,29.0
2024-01-28,6.0,4.0,1.0,11:00-13:00,1.0,0.0,0.0,Pasta,FastFood,1.0,63.0,2.0,0.0,0.0,155.0,138.0,0.0,181.0,-13.0,-3.0,15.0,173.0,0.0,68.0,39.31,323.0,7.0,Sunny,23.0
2024-01-20,5.0,3.0,1.0,11:00-13:00,1.0,1.0,0.0,Pasta,FastFood,0.0,46.0,1.5,1.0,168.0,186.0,0.0,169.0,163.0,3.0,23.0,17.0,96.0,145.0,-49.0,-51.04,307.0,9.0,Rainy,22.0
2024-03-11,0.0,11.0,3.0,09:00-11:00,0.0,0.0,1.0,Burger,FastFood,0.0,80.0,1.0,1.0,0.0,150.0,137.0,0.0,0.0,11.0,13.0,17.0,183.0,172.0,11.0,6.01,253.0,10.0,Cloudy,26.0
2024-04-18,3.0,16.0,4.0,11:00-13:00,0.0,1.0,1.0,Tea,Beverage,1.0,63.0,1.5,0.0,172.0,182.0,201.0,163.0,171.0,7.0,-20.0,12.0,191.0,140.0,51.0,26.7,229.0,9.0,Sunny,25.0
2024-04-01,0.0,14.0,0.0,11:00-13:00,0.0,0.0,0.0,Sandwich,FastFood,1.0,72.0,1.5,0.0,95.0,112.0,92.0,95.0,110.0,-14.0,-29.0,4.0,199.0,64.0,0.0,67.84,231.0,3.0,Cloudy,23.0
2024-03-19,1.0,12.0,3.0,13:00-15:00,0.0,0.0,0.0,Coffee,Beverage,1.0,41.0,1.0,1.0,113.0,101.0,97.0,112.0,125.0,-4.0,-7.0,21.0,105.0,187.0,-82.0,-78.1,338.0,7.0,Sunny,25.0
2024-04-04,3.0,14.0,4.0,09:00-11:00,0.0,0.0,0.0,Burger,FastFood,1.0,0.0,2.0,0.0,139.0,146.0,148.0,138.0,126.0,-13.0,1.0,5.0,236.0,186.0,50.0,21.19,287.0,3.0,Rainy,29.0
2024-01-18,3.0,3.0,1.0,11:00-13:00,0.0,0.0,1.0,Noodles,FastFood,1.0,43.0,2.0,0.0,68.0,48.0,58.0,70.0,93.0,-8.0,-10.0,5.0,0.0,159.0,43.0,21.29,322.0,6.0,Cloudy,29.0
2024-01-20,5.0,3.0,1.0,13:00-15:00,1.0,0.0,1.0,Burger,FastFood,1.0,101.0,2.0,1.0,0.0,209.0,192.0,183.0,210.0,0.0,28.0,6.0,195.0,121.0,74.0,0.0,213.0,5.0,Sunny,33.0
2024-01-03,2.0,1.0,1.0,11:00-13:00,0.0,0.0,1.0,Milk,Beverage,1.0,103.0,1.0,1.0,183.0,203.0,171.0,192.0,192.0,-12.0,4.0,3.0,158.0,192.0,-34.0,-21.52,250.0,10.0,Cloudy,28.0
2024-03-17,6.0,11.0,3.0,09:00-11:00,1.0,0.0,1.0,Milk,Beverage,1.0,93.0,0.0,0.0,114.0,98.0,144.0,0.0,105.0,-13.0,-25.0,3.0,240.0,170.0,70.0,29.17,263.0,8.0,Cloudy,30.0
2024-04-12,4.0,15.0,0.0,11:00-13:00,0.0,1.0,0.0,Noodles,FastFood,1.0,36.0,1.0,0.0,162.0,0.0,175.0,167.0,147.0,-8.0,21.0,1.0,116.0,78.0,38.0,32.76,256.0,4.0,Cloudy,22.0
2024-01-05,4.0,1.0,1.0,11:00-13:00,0.0,0.0,0.0,Pasta,general,0.0,104.0,2.0,0.0,88.0,101.0,117.0,87.0,108.0,-3.0,-1.0,22.0,169.0,106.0,63.0,37.28,272.0,4.0,Rainy,25.0
2024-03-19,1.0,12.0,3.0,09:00-11:00,0.0,0.0,0.0,Pasta,FastFood,1.0,44.0,1.5,1.0,186.0,0.0,161.0,183.0,208.0,-5.0,-2.0,9.0,0.0,95.0,80.0,45.71,207.0,9.0,Cloudy,29.0
2024-04-19,4.0,16.0,4.0,11:00-13:00,0.0,0.0,0.0,Burger,FastFood,1.0,103.0,2.0,0.0,136.0,154.0,0.0,149.0,157.0,9.0,9.0,8.0,163.0,88.0,75.0,46.01,311.0,0.0,Rainy,25.0
2024-01-12,4.0,2.0,1.0,11:00-13:00,0.0,0.0,0.0,Milk,Beverage,1.0,84.0,0.0,0.0,161.0,161.0,151.0,149.0,180.0,-15.0,17.0,11.0,108.0,131.0,-23.0,-21.3,245.0,4.0,Cloudy,34.0
2024-01-20,5.0,3.0,0.0,13:00-15:00,1.0,0.0,0.0,Milk,Beverage,1.0,59.0,1.0,0.0,199.0,203.0,205.0,210.0,223.0,-7.0,-23.0,12.0,138.0,67.0,71.0,51.45,331.0,5.0,Rainy,24.0
2024-04-11,3.0,15.0,4.0,11:00-13:00,0.0,1.0,1.0,Coffee,Beverage,0.0,0.0,1.0,0.0,166.0,172.0,153.0,166.0,172.0,-19.0,-10.0,9.0,0.0,91.0,101.0,52.6,268.0,4.0,Sunny,24.0
2024-01-27,5.0,4.0,1.0,11:00-13:00,1.0,0.0,0.0,Sandwich,FastFood,0.0,117.0,1.0,0.0,186.0,176.0,201.0,176.0,173.0,-5.0,26.0,0.0,141.0,97.0,44.0,31.21,244.0,10.0,Sunny,33.0
2024-01-07,6.0,1.0,1.0,13:00-15:00,0.0,0.0,0.0,Milk,Beverage,0.0,91.0,1.0,0.0,57.0,0.0,78.0,64.0,48.0,17.0,28.0,24.0,268.0,134.0,134.0,50.0,285.0,5.0,Sunny,30.0
2024-01-09,1.0,2.0,1.0,09:00-11:00,0.0,0.0,0.0,Noodles,FastFood,1.0,56.0,1.5,0.0,178.0,160.0,165.0,192.0,155.0,4.0,22.0,1.0,125.0,78.0,47.0,37.6,0.0,0.0,Cloudy,27.0
2024-01-14,6.0,2.0,1.0,13:00-15:00,1.0,1.0,1.0,Coffee,Beverage,1.0,59.0,1.0,0.0,68.0,51.0,87.0,63.0,77.0,20.0,-20.0,15.0,117.0,99.0,18.0,15.38,210.0,7.0,Sunny,24.0
2024-01-02,1.0,1.0,1.0,11:00-13:00,0.0,0.0,0.0,Burger,FastFood,0.0,49.0,2.0,0.0,172.0,171.0,181.0,176.0,0.0,16.0,29.0,20.0,165.0,178.0,-13.0,-7.88,343.0,10.0,Rainy,37.0
2024-03-12,1.0,11.0,3.0,11:00-13:00,0.0,1.0,0.0,Pasta,FastFood,1.0,86.0,2.0,0.0,125.0,137.0,0.0,120.0,130.0,-16.0,9.0,5.0,159.0,202.0,-43.0,-27.04,235.0,3.0,Rainy,26.0
2024-03-30,5.0,13.0,3.0,13:00-15:00,1.0,0.0,1.0,Milk,Beverage,1.0,0.0,1.5,0.0,56.0,42.0,33.0,50.0,75.0,0.0,30.0,2.0,164.0,61.0,103.0,62.8,346.0,10.0,Rainy,29.0
2024-02-02,4.0,5.0,2.0,09:00-11:00,0.0,1.0,0.0,Burger,FastFood,0.0,106.0,1.5,0.0,53.0,68.0,43.0,68.0,77.0,5.0,-21.0,6.0,207.0,151.0,56.0,27.05,256.0,7.0,Rainy,30.0
2024-01-19,4.0,3.0,1.0,13:00-15:00,0.0,0.0,0.0,Veg Wrap,FastFood,1.0,95.0,2.0,1.0,197.0,195.0,172.0,208.0,207.0,17.0,10.0,16.0,156.0,159.0,-3.0,-1.92,228.0,9.0,Cloudy,27.0
2024-01-03,2.0,1.0,1.0,13:00-15:00,0.0,0.0,0.0,Sandwich,FastFood,0.0,83.0,1.5,0.0,55.0,39.0,31.0,43.0,60.0,-3.0,-22.0,23.0,268.0,89.0,179.0,66.79,236.0,4.0,Cloudy,35.0
2024-04-07,6.0,14.0,4.0,09:00-11:00,1.0,1.0,1.0,Pasta,FastFood,1.0,34.0,1.0,0.0,77.0,0.0,63.0,87.0,0.0,-4.0,28.0,10.0,209.0,171.0,38.0,18.18,216.0,9.0,Sunny,30.0
2024-01-02,1.0,1.0,1.0,11:00-13:00,0.0,0.0,0.0,Pasta,FastFood,0.0,114.0,2.0,1.0,0.0,211.0,195.0,201.0,179.0,-11.0,2.0,1.0,121.0,191.0,-70.0,-57.85,0.0,10.0,Cloudy,27.0
2024-01-01,0.0,1.0,1.0,09:00-11:00,0.0,0.0,1.0,Coffee,Beverage,1.0,89.0,1.5,0.0,85.0,72.0,112.0,71.0,62.0,-11.0,29.0,5.0,137.0,118.0,19.0,13.87,232.0,8.0,Rainy,25.0
2024-04-04,3.0,14.0,4.0,11:00-13:00,0.0,0.0,0.0,Milk,Beverage,1.0,57.0,1.5,0.0,145.0,147.0,147.0,139.0,166.0,0.0,0.0,3.0,190.0,150.0,40.0,21.05,330.0,9.0,Cloudy,23.0
2024-02-16,4.0,7.0,2.0,13:00-15:00,0.0,0.0,1.0,Pasta,FastFood,0.0,30.0,1.5,1.0,119.0,132.0,117.0,120.0,124.0,16.0,2.0,13.0,83.0,89.0,-6.0,-7.23,0.0,7.0,Sunny,24.0
